iter	RMSE
138	7.554909067
139	7.526804399
140	7.50010325
141	7.475170008
142	7.45075579
143	7.42638121
144	7.402555501
145	7.381718001
146	7.357284964
147	7.333308451
148	7.311238174
149	7.290748399
150	7.269012781
151	7.248018915
152	7.2261789
153	7.204854513
154	7.185839058
155	7.162604537
156	7.138828243
157	7.121206118
158	7.100124662
159	7.079606663
160	7.061665836
161	7.039277251
162	7.020197341
163	7.000917087
164	6.982860349
165	6.967380134
166	6.948441094
167	6.92803577
168	6.910987595
169	6.89171728
170	6.872316341
171	6.851915554
172	6.831445826
173	6.812894792
174	6.793748839
175	6.776939555
176	6.758651705
177	6.743171814
178	6.727873359
179	6.709724361
180	6.692458488
181	6.675768139
182	6.657543401
183	6.641788048
184	6.624995035
185	6.611590345
186	6.597165707
187	6.581250454
188	6.56500353
189	6.552193912
190	6.538348526
191	6.523534422
192	6.509020415
193	6.493784191
194	6.478643207
195	6.465067236
196	6.449898212
197	6.435674708
198	6.423041797
199	6.40962044
200	6.394788945
201	6.38075435
202	6.371331456
203	6.359521738
204	6.34607473
205	6.333275261
206	6.320743605
207	6.308671511
208	6.298321389
209	6.285966701
210	6.274151543
211	6.262162295
212	6.248515641
213	6.236604886
214	6.226135252
215	6.214328873
216	6.201551069
217	6.190824792
218	6.180702109
219	6.168679327
220	6.160188122
221	6.148864402
222	6.138959721
223	6.129078061
224	6.117988434
225	6.107684505
226	6.096639086
227	6.086352448
228	6.077456378
229	6.066330979
230	6.05644494
231	6.045608454
232	6.034737181
233	6.026456773
234	6.0167471
235	6.006834232
236	5.996769312
237	5.986373974
238	5.979219497
239	5.971121062
240	5.962412848
241	5.952447993
242	5.944474575
243	5.93358861
244	5.926146094
245	5.918806943
246	5.911053326
247	5.90286997
248	5.893919506
249	5.884790576
250	5.878781223
251	5.870314044
252	5.863035144
253	5.854896531
254	5.846805455
255	5.839901184
256	5.832584985
257	5.824924656
258	5.817753356
259	5.809837616
260	5.802959256
261	5.796006137
262	5.788054309
263	5.781733808
264	5.774965038
265	5.767828923
266	5.761836217
267	5.755239913
268	5.747705286
269	5.741149774
270	5.734708525
271	5.727680207
272	5.721822649
273	5.715561395
274	5.709361207
275	5.702498589
276	5.695958951
277	5.688991928
278	5.681749071
279	5.675738782
280	5.668513303
281	5.662482886
282	5.654613238
283	5.649935854
284	5.643593707
285	5.637722922
286	5.631702706
287	5.627101316
288	5.622169659
289	5.616662402
290	5.61125921
291	5.60667657
292	5.60070976
293	5.596066428
294	5.590022064
295	5.584736181
296	5.578857413
297	5.573005831
298	5.5678388
299	5.562297706
300	5.557786222
301	5.552341255
302	5.545526158
303	5.540248271
304	5.535715459
305	5.531251583
306	5.526117002
307	5.52116372
308	5.516792671
309	5.512426043
310	5.50793704
311	5.503068625
312	5.498721065
313	5.493537915
314	5.489176456
315	5.483296251
316	5.479240435
317	5.474682172
318	5.471217669
319	5.466951663
320	5.462919842
321	5.458237534
322	5.453102892
323	5.448820241
324	5.444652846
325	5.44056221
326	5.435405026
327	5.431424598
328	5.426808924
329	5.422756473
330	5.419324542
331	5.417274372
332	5.413268203
333	5.409684397
334	5.406067105
335	5.400109729
336	5.396717963
337	5.393359766
338	5.389189185
339	5.3858467
340	5.382793065
341	5.378615692
342	5.375557074
343	5.372272788
344	5.369278297
345	5.365901706
346	5.361916935
347	5.357309662
348	5.354027448
349	5.351022299
350	5.348355619
351	5.345216492
352	5.341282197
353	5.337805013
354	5.335024837
355	5.33149235
356	5.328593816
357	5.325313435
358	5.322439332
359	5.319842872
360	5.316658516
361	5.315184777
362	5.312452784
363	5.309454569
364	5.307550259
365	5.304343728
366	5.301312787
367	5.298023378
368	5.294424122
369	5.290605735
370	5.287752838
371	5.285033255
372	5.283099219
373	5.280390352
374	5.278100614
375	5.275435044
376	5.272313275
377	5.268814676
378	5.266854418
379	5.264757656
380	5.262100305
381	5.25972119
382	5.257521506
383	5.255031667
384	5.252238151
385	5.249896486
386	5.247762618
387	5.244938463
388	5.242893026
389	5.24050301
390	5.238187478
391	5.235990799
392	5.232954011
393	5.230760787
394	5.227934844
395	5.225673562
396	5.223757402
397	5.220996316
398	5.218360113
399	5.217144318
400	5.214653007
401	5.212577404
402	5.210222951
403	5.207075022
404	5.20471995
405	5.202778999
406	5.200397294
407	5.197448045
408	5.194956406
409	5.192884166
410	5.190839159
411	5.188816611
412	5.185964868
413	5.183378642
414	5.182212652
415	5.18071057
416	5.178466517
417	5.176567355
418	5.17425009
419	5.171641796
420	5.169556072
421	5.168257963
422	5.166138941
423	5.164024399
424	5.161629598
425	5.158810358
426	5.156656752
427	5.154536319
428	5.152889649
429	5.151363552
430	5.14920384
431	5.146959675
432	5.145059992
433	5.143880612
434	5.141140526
435	5.138651259
436	5.136558079
437	5.134763264
438	5.132604999
439	5.130877427
440	5.128998954
441	5.128053001
442	5.126372958
443	5.125020183
444	5.123779277
445	5.122150227
446	5.119717727
447	5.117953623
448	5.115697362
449	5.113936205
450	5.112149112
451	5.110505576
452	5.108157955
453	5.106631401
454	5.105038333
455	5.103291209
456	5.101514299
457	5.099506484
458	5.097693015
459	5.095722451
460	5.094384301
461	5.093227145
462	5.091036944
463	5.088778775
464	5.087358013
465	5.085478346
466	5.084188385
467	5.082227637
468	5.080845539
469	5.079248903
470	5.077830192
471	5.076072468
472	5.075345695
473	5.073969905
474	5.072431384
475	5.070729016
476	5.069250108
477	5.068350621
478	5.065825385
479	5.063825598
480	5.062579582
481	5.060758572
482	5.059585666
483	5.058731193
484	5.057256158
485	5.0553443
486	5.053870158
487	5.051678529
488	5.049205698
489	5.047529211
490	5.046390155
491	5.044326459
492	5.043117304
493	5.04110877
494	5.039729454
495	5.038328022
496	5.037193375
497	5.036067181
498	5.034159856
499	5.03383416
500	5.03278146
501	5.031126964
502	5.029539335
503	5.028242391
504	5.027171031
505	5.025652114
506	5.024140953
507	5.022892956
508	5.022455886
509	5.02134171
510	5.019583726
511	5.01889046
512	5.018203554
513	5.016298607
514	5.014950061
515	5.012842444
516	5.01195597
517	5.010534899
518	5.009328233
519	5.008020347
520	5.005925044
521	5.005021675
522	5.003952726
523	5.002545713
524	5.000799692
525	4.999469372
526	4.997850666
527	4.996737709
528	4.995041868
529	4.993362785
530	4.991482245
531	4.989615634
532	4.988256307
533	4.986397755
534	4.985659109
535	4.9837721
536	4.98228371
537	4.980658568
538	4.978864168
539	4.97841584
540	4.976484055
541	4.975080754
542	4.972762687
543	4.971131829
544	4.969910962
545	4.968054862
546	4.965507414
547	4.965082375
548	4.963993518
549	4.962365849
550	4.961252166
551	4.9606916
552	4.959933347
553	4.958939804
554	4.957131883
555	4.955926947
556	4.95457415
557	4.953497589
558	4.951811235
559	4.950515946
560	4.94937
561	4.948790551
562	4.94775051
563	4.946459163
564	4.945228263
565	4.944046029
566	4.943257193
567	4.942234737
568	4.940849943
569	4.939711046
570	4.938774904
571	4.937510601
572	4.936662954
573	4.934892106
574	4.932903372
575	4.932138619
576	4.930503362
577	4.928683129
578	4.926793896
579	4.925251528
580	4.923473821
581	4.922743781
582	4.921628685
583	4.920439672
584	4.91951742
585	4.918719466
586	4.917659778
587	4.915958192
588	4.915022996
589	4.913836087
590	4.912988133
591	4.912214661
592	4.91103739
593	4.909515361
594	4.908410187
595	4.906891601
596	4.905837659
597	4.904488925
598	4.903128998
599	4.902129601
600	4.90139799
601	4.900398165
602	4.899169892
603	4.898284719
604	4.896860481
605	4.896200167
606	4.895483069
607	4.894685367
608	4.893987942
609	4.892823982
610	4.891073993
611	4.890298173
612	4.889093367
613	4.887244694
614	4.886268117
615	4.885156182
616	4.883816989
617	4.883021328
618	4.882048126
619	4.88093359
620	4.880072631
621	4.878880671
622	4.878067219
623	4.877324881
624	4.876397027
625	4.875841142
626	4.875070234
627	4.874042572
628	4.872560256
629	4.871557998
630	4.870252552
631	4.869385357
632	4.868228416
633	4.866869611
634	4.865376477
635	4.86460822
636	4.863867387
637	4.863117111
638	4.862126856
639	4.861417154
640	4.860211856
641	4.858813889
642	4.857737087
643	4.857213892
644	4.856303896
645	4.854766212
646	4.853465873
647	4.85218815
648	4.851337795
649	4.850328786
650	4.84927464
651	4.848225877
652	4.84768584
653	4.846518359
654	4.845042762
655	4.844238372
656	4.843558422
657	4.842113225
658	4.840940389
659	4.840083961
660	4.838597299
661	4.837434299
662	4.836762419
663	4.835764842
664	4.834302736
665	4.833642585
666	4.832908993
667	4.831463001
668	4.830486915
669	4.82930089
670	4.828529471
671	4.827846549
672	4.827084915
673	4.826530509
674	4.824907879
675	4.824350141
676	4.823459579
677	4.822476227
678	4.821621572
679	4.820717579
680	4.819554541
681	4.818544366
682	4.817767849
683	4.816185156
684	4.81458783
685	4.814194066
686	4.813201614
687	4.812227919
688	4.811515875
689	4.810779139
690	4.809545528
691	4.808441744
692	4.80749667
693	4.806560227
694	4.805603955
695	4.805294305
696	4.804463657
697	4.803424761
698	4.802335793
699	4.800631565
700	4.800021589
701	4.799547447
702	4.798895703
703	4.797366969
704	4.796469356
705	4.79520644
706	4.793943281
707	4.793028901
708	4.791906203
709	4.791299761
710	4.790636239
711	4.789924104
712	4.788564772
713	4.788034726
714	4.787476314
715	4.786451887
716	4.785795242
717	4.784790936
718	4.783708371
719	4.782478518
720	4.78151675
721	4.780269722
722	4.779390245
723	4.778503343
724	4.776870876
725	4.776475481
726	4.77581759
727	4.774932124
728	4.774001007
729	4.773281818
730	4.772720839
731	4.771877855
732	4.771040303
733	4.770412804
734	4.769236282
735	4.768418696
736	4.767686376
737	4.766908971
738	4.766006011
739	4.765079588
740	4.76412513
741	4.762760865
742	4.762199908
743	4.761602002
744	4.760637044
745	4.760070153
746	4.759115126
747	4.757860361
748	4.757208058
749	4.75657486
750	4.755004658
751	4.753756568
752	4.752604113
753	4.751601529
754	4.749965664
755	4.748661571
756	4.74787876
757	4.747068783
758	4.746463342
759	4.745714585
760	4.744725609
761	4.7440889
762	4.743546015
763	4.742697368
764	4.742167451
765	4.741589746
766	4.740871994
767	4.740143815
768	4.739142009
769	4.738338641
770	4.737559158
771	4.735922313
772	4.734796773
773	4.733660362
774	4.732125232
775	4.731472566
776	4.730402102
777	4.729092468
778	4.728343866
779	4.727577191
780	4.726998846
781	4.726448976
782	4.725524385
783	4.725107826
784	4.723936137
785	4.723327542
786	4.722119603
787	4.721299009
788	4.720378605
789	4.719889471
790	4.719056821
791	4.718480461
792	4.717638895
793	4.717170215
794	4.716442953
795	4.715829185
796	4.715078694
797	4.714127647
798	4.712918988
799	4.712239486
800	4.711189449
801	4.711129494
802	4.709668791
803	4.708203451
804	4.70738949
805	4.706741784
806	4.70573277
807	4.705218609
808	4.704449553
809	4.703893702
810	4.702967813
811	4.702404316
812	4.701301608
813	4.700397167
814	4.699835614
815	4.699372174
816	4.698867233
817	4.698769948
818	4.697478125
819	4.696899284
820	4.696371698
821	4.695263581
822	4.693824856
823	4.693340645
824	4.691920694
825	4.69109448
826	4.690368192
827	4.68983198
828	4.689085474
829	4.688079638
830	4.687519228
831	4.686699148
832	4.685417954
833	4.684261784
834	4.683725148
835	4.682980022
836	4.682092138
837	4.681381435
838	4.680643768
839	4.679658298
840	4.67864883
841	4.677163619
842	4.676528073
843	4.676099424
844	4.675282489
845	4.674766728
846	4.674433544
847	4.673948867
848	4.673475391
849	4.672767481
850	4.671702793
851	4.671120661
852	4.670374229
853	4.669372189
854	4.669036866
855	4.66790618
856	4.667108719
857	4.66656487
858	4.665142343
859	4.664450269
860	4.663210048
861	4.662108515
862	4.661382899
863	4.661042166
864	4.660318184
865	4.659604314
866	4.658957593
867	4.65819989
868	4.656848606
869	4.655382037
870	4.65455547
871	4.653463395
872	4.652412187
873	4.651205679
874	4.650657127
875	4.649707422
876	4.649075004
877	4.648063196
878	4.647168763
879	4.646462699
880	4.645273223
881	4.644341978
882	4.643213888
883	4.642606697
884	4.641657724
885	4.640413925
886	4.639385955
887	4.638769608
888	4.637655784
889	4.637018774
890	4.63628872
891	4.634860786
892	4.634280044
893	4.633834016
894	4.63321433
895	4.632243998
896	4.631692277
897	4.631069463
898	4.630074827
899	4.629167477
900	4.628418659
901	4.627021361
902	4.626069729
903	4.623949755
904	4.622845332
905	4.622444805
906	4.621900982
907	4.621307895
908	4.620872245
909	4.6203023
910	4.619532194
911	4.618942661
912	4.618378177
913	4.618051118
914	4.61698406
915	4.61601474
916	4.614570068
917	4.614019093
918	4.613023943
919	4.612460589
920	4.611980183
921	4.61138417
922	4.610539296
923	4.609380539
924	4.608339579
925	4.606976815
926	4.605962144
927	4.605491115
928	4.603833584
929	4.602360143
930	4.60135788
931	4.601191564
932	4.600660341
933	4.600151077
934	4.599655252
935	4.599133741
936	4.597624209
937	4.597097295
938	4.595792845
939	4.594860776
940	4.593284623
941	4.592856656
942	4.591728352
943	4.591231891
944	4.590617171
945	4.590407076
946	4.590114535
947	4.589167982
948	4.588660821
949	4.587620415
950	4.587125019
951	4.586611835
952	4.585052009
953	4.584159771
954	4.583351613
955	4.58299748
956	4.582884826
957	4.582384201
958	4.582214146
959	4.581634514
960	4.581394052
961	4.580872788
962	4.579473794
963	4.578243102
964	4.577650987
965	4.576352289
966	4.575505736
967	4.574060473
968	4.572529464
969	4.572024231
970	4.570900404
971	4.570087592
972	4.569078791
973	4.567234751
974	4.566294371
975	4.564767105
976	4.563143503
977	4.56270932
978	4.561201351
979	4.560652216
980	4.559573184
981	4.559007867
982	4.558548468
983	4.557362383
984	4.556542527
985	4.556336055
986	4.555767502
987	4.554999559
988	4.553971797
989	4.553121058
990	4.552222216
991	4.551567086
992	4.551095202
993	4.550513929
994	4.549710977
995	4.548647131
996	4.548038797
997	4.547518268
998	4.546601078
999	4.545436608
